"YEAR","COMMODITY (code)","COMMODITY","Value","Flag"
"2011","826","Tobacco leaves","0.27",""
"2011","828","Cigarettes","1537.22",""
"2012","28","Rice Husked","28.75",""
"2012","27","Rice, paddy","24.23",""
"2012","22","Pastry","8485.8",""
"2012","20","Bread","36.7",""
"2012","18","Macaroni","11102.35",""
"2012","17","Bran of Wheat","0.07",""
"2012","16","Flour of Wheat","32057.25",""
"2012","15","Wheat","98293.76",""
"2012","48","Barley Flour and Grits","9.48",""
"2012","46","Barley Pearled","",".."
"2012","44","Barley","1027.91",""
"2012","41","Breakfast Cereals","2737.04",""
"2012","38","Rice Flour","",".."
"2012","35","Bran of Rice","97.55",""
"2012","32","Rice Broken","220608.52",""
"2012","29","Milled/Husked Rice","133711.95",""
"2012","59","Bran of Maize","14.72",""
"2012","60","Maize oil","24.8",""
"2012","57","Germ of Maize","0.3",""
"2012","58","Flour of Maize","267.86",""
"2012","51","Beer of Barley","2303.04",""
"2012","56","Maize","37645.15",""
"2012","49","Malt","15826.67",""
"2012","50","Malt Extract","32718.31",""
"2012","89","Buckwheat","0.85",""
"2012","101","Canary seed","",".."
"2012","79","Millet","15.29",""
"2012","83","Sorghum","0.68",""
"2012","75","Oats","680.42",""
"2012","76","Oats Rolled","1562.82",""
"2012","71","Rye","0.21",""
"2012","72","Flour of Rye","0.39",""
"2011","1058","Chicken meat","6361.05",""
"2011","1042","Prep of Pig Meat","329.99",""
"2011","1061","Meat of Chicken Canned","543.73",""
"2011","1059","Offals Liver Chicken","168794.99",""
"2011","1036","Offals of Pigs, Edible","4036.0",""
"2011","1035","Pig meat","677.33",""
"2011","1039","Bacon and Ham","1350.0",""
"2011","1037","Fat of Pigs","",".."
"2011","1097","Horse meat","",".."
"2011","1080","Turkey meat","",".."
"2011","1141","Rabbit meat","",".."
"2011","1100","Hair of Horses","",".."
"2011","1063","Eggs Liquid","",".."
"2011","1062","Hen eggs, with shell","546.87",""
"2011","1066","Fat of Ptry Rend","0.62",""
"2011","1064","Eggs Dried","",".."
"2011","1173","Meal Meat","340.37",""
"2011","1182","Honey, natural","145.01",""
"2011","1183","Beeswax","12.54",""
"2011","1221","Lard Stearine Oil","105.63",""
"2011","1164","Meat Dried Nes","",".."
"2011","1166","Meat nes","39.78",""
"2011","1168","Oils,Fats of Animal Nes","0.33",""
"2011","1172","Prepared Meat Nes","127.35",""
"2011","1274","Oil Boiled Etc","56.33",""
"2011","1275","Oil Hydrogenated","",".."
"2011","1293","Crude Materials","13950.9",""
"2011","1296","Waxes Vegetable","150.37",""
"2011","1222","Degras","",".."
"2011","1232","Food Prep Nes","28801.58",""
"2011","1242","Margrine Short","26516.78",""
"2011","1243","Fat Prep Nes","322.11",""
"2010","517","Cider Etc","1575.26",""
"2010","515","Apples","4673.28",""
"2010","521","Pears","107.44",""
"2010","518","Apple juice, single strength","","."
"2010","527","Dry Apricots","1.23",""
"2010","526","Apricots","0.9",""
"2010","534","Peaches and nectarines","4.47",""
"2010","531","Cherries","2.39",""
"2010","492","Oranjuice Concentrated","911.64",""
"2010","490","Oranges","28.73",""
"2010","497","Lemons and limes","","."
"2010","495","Tangerines, mandarins and clementines","28.21",""
"2010","509","Juice of Grapefruit","","."
"2010","507","Grapefruit (incl. pomelos)","86.55",""
"2010","514","Citrus juice, concentrated","","."
"2010","512","Citrus fruit, nes","0.72",""
"2010","469","Vegetables Dehydrated","30.37",""
"2010","471","Vegetables in Vinegar","15.49",""
"2010","472","Vegetables Preserved Nes","1153.99",""
"2010","473","Vegetable Frozen","266.58",""
"2010","474","Veg.in Tem. Preservatives","115.66",""
"2010","475","Veg.Prep. Or Pres.Frozen","75.19",""
"2010","476","Homogen.Veget.Prep","24.57",""
"2010","486","Bananas","21.37",""
"2010","448","Sweet Corn Prep or Preserved","35.32",""
"2010","449","Mushrooms and truffles","4.9",""
"2010","450","Dried Mushrooms","","."
"2010","451","Canned Mushrooms","80.16",""
"2010","460","Veg.Prod.Fresh Or Dried","","."
"2010","461","Carobs","","."
"2010","463","Vegetables fresh nes","164.71",""
"2010","466","Juice of Vegetables Nes","5764.92",""
"2010","414","Beans, green","83.95",""
"2010","407","Leeks and other alliaceous vegetables","0.12",""
"2010","406","Garlic","826.2",""
"2010","402","Onions (incl. shallots), green","10178.47",""
"2010","447","Sweet Corn Frozen","4.27",""
"2010","426","Carrots and turnips","21.02",""
"2010","420","Leguminous vegetables, nes","2.48",""
"2010","417","Peas, green","9.37",""
"2010","392","Tomato Peeled","48.59",""
"2010","391","Paste of Tomatoes","46230.77",""
"2010","390","Juice of Tomatoes","10.17",""
"2010","388","Tomatoes","3684.69",""
"2010","401","Chillies and peppers, green (Capsicum spp.)","4.78",""
"2010","399","Eggplants (aubergines)","0.81",""
"2010","397","Cucumbers and gherkins","0.52",""
"2010","393","Cauliflowers and broccoli","13.19",""
"2010","343","Flour of Oilseeds","293.6",""
"2010","358","Cabbages and other brassicas","2.4",""
"2010","340","Oil of vegetable origin, nes","17544.27",""
"2010","341","Cake of Oilseeds, Nes","0.95",""
"2010","372","Lettuce and chicory","4.77",""
"2010","373","Spinach","0.47",""
"2010","366","Artichokes","","."
"2010","367","Asparagus","","."
"2010","331","Cottonseed oil","0.24",""
"2010","332","Cake of Cottonseed","251.22",""
"2010","296","Poppy seed","1.3",""
"2010","329","Cottonseed","0.78",""
"2010","335","Cake of Linseed","","."
"2010","339","Oilseeds, Nes","212.78",""
"2010","333","Linseed","0.91",""
"2010","334","Linseed oil","2.5",""
"2010","862","Alfalfa Meal and Pellets","","."
"2010","843","Pet Food","15436.58",""
"2010","868","Offals of Cattle, Edible","7929.47",""
"2010","867","Cattle meat","801.52",""
"2010","828","Cigarettes","7389.2",""
"2010","826","Tobacco leaves","0.1",""
"2010","831","Tobacco Products Nes","1.9",""
"2010","829","Cigars Cheroots","1.6",""
"2010","720","Ginger","6.17",""
"2010","711","Anise, badian, fennel, coriander, cumin, caraway seeds and juniper berries","14.2",""
"2010","754","Pyrethrum,Dried","279.23",""
"2010","723","Spices, nes","1322.47",""
"2010","693","Cinnamon (canella)","1.4",""
"2010","692","Vanilla","4.61",""
"2010","702","Nutmeg, mace and cardamoms","323.28",""
"2010","698","Cloves","46.85",""
"2010","672","Extracts Tea, Mate, Prep","14.9",""
"2010","677","Hops","179.71",""
"2010","687","Pepper (Piper spp.)","77.58",""
"2010","689","Chillies and peppers (Capsicum spp.) and allspice (Pimenta spp.)","5.55",""
"2010","665","Cocoapowder&Cake","118.88",""
"2010","666","Chocolate Prsnes","3712.13",""
"2010","667","Tea","4178.37",""
"2010","671","Maté","0.39",""
"2010","661","Cocoa beans","","."
"2010","662","Cocoa Paste","","."
"2010","663","Cocoahusks","","."
"2010","664","Cocoa Butter","0.12",""
"2010","653","Food Wastes","4.17",""
"2010","656","Coffee, green","23.47",""
"2010","657","Coffee Roasted","70.94",""
"2010","659","Coffee Extracts","1.6",""
"2010","652","Veg Prod for Feed","","."
"2010","651","forage Products","","."
"2010","635","Straw Husks","0.2",""
"2010","634","Bever. Dist.Alc","3406.93",""
"2010","633","Beverage Non-Alc","24330.27",""
"2010","631","Waters,Ice Etc","724.36",""
"2010","626","Homogen. Cooked Fruit Prp","67.95",""
"2010","625","Fruit,Nut,Peel, Sugar Prs","15.78",""
"2010","624","Flour of Fruits","71.89",""
"2010","623","Fruit Prp Nes","639.47",""
"2010","622","Fruit Juice Nes","4045.98",""
"2010","620","Fruit Dried Nes","15.05",""
"2010","619","Fruit Fresh Nes","109.33",""
"2010","604","Fruit Tropical Dried Nes","13.85",""
"2010","580","Pineapple Juice Conc","","."
"2010","577","Dates","36.41",""
"2010","574","Pineapples","0.26",""
"2010","575","Pineapples Cand","7.46",""
"2010","569","Figs","","."
"2010","572","Avocados","0.12",""
"2010","565","Vermouths&Similar","770.55",""
"2010","567","Watermelons","","."
"2010","563","Must of Grapes","7.95",""
"2010","564","Wine","7084.71",""
"2010","561","Raisins","33.36",""
"2010","562","Grape Juice","","."
"2010","558","Berries Nes","2.2",""
"2010","560","Grapes","608.74",""
"2010","544","Strawberries","0.21",""
"2010","549","Gooseberries","","."
"2010","536","Plums and sloes","33.96",""
"2010","537","Plums Dried (Prunes)","3.11",""
"2010","1183","Beeswax","22.79",""
"2010","1221","Lard Stearine Oil","","."
"2010","1222","Degras","","."
"2010","1232","Food Prep Nes","28098.0",""
"2010","1242","Margrine Short","12582.39",""
"2010","1243","Fat Prep Nes","926.81",""
"2010","1274","Oil Boiled Etc","18.5",""
"2010","1275","Oil Hydrogenated","1.66",""
"2010","1293","Crude Materials","8799.08",""
"2010","1296","Waxes Vegetable","77.14",""
"2011","15","Wheat","150077.45",""
"2011","16","Flour of Wheat","21715.76",""
"2011","17","Bran of Wheat","0.43",""
"2011","18","Macaroni","9203.5",""
"2011","20","Bread","81.74",""
"2011","22","Pastry","7727.86",""
"2010","1061","Meat of Chicken Canned","49.69",""
"2010","1059","Offals Liver Chicken","98617.71",""
"2010","1063","Eggs Liquid","0.49",""
"2010","1062","Hen eggs, with shell","239.05",""
"2010","1066","Fat of Ptry Rend","0.83",""
"2010","1064","Eggs Dried","","."
"2010","1097","Horse meat","","."
"2010","1080","Turkey meat","","."
"2010","1141","Rabbit meat","4.84",""
"2010","1100","Hair of Horses","","."
"2010","1166","Meat nes","15.24",""
"2010","1164","Meat Dried Nes","","."
"2010","1172","Prepared Meat Nes","115.89",""
"2010","1168","Oils,Fats of Animal Nes","0.25",""
"2010","1182","Honey, natural","140.57",""
"2010","1173","Meal Meat","461.28",""
"2010","909","Prod.of Nat.Milk Constit","13.85",""
"2010","910","Ice Cream and Edible Ice","601.28",""
"2010","901","Cheese of Whole Cow Milk","1207.42",""
"2010","907","Processed Cheese","509.27",""
"2010","978","Offals of Sheep,Edible","98.93",""
"2010","994","Grease incl. Lanolin Wool","","."
"2010","947","Buffalo meat","54.58",""
"2010","977","Sheep meat","5647.42",""
"2010","1035","Pig meat","681.46",""
"2010","1036","Offals of Pigs, Edible","2444.88",""
"2010","1017","Goat meat","3.53",""
"2010","1018","Offals of Goats, Edible","86.23",""
"2010","1042","Prep of Pig Meat","226.83",""
"2010","1058","Chicken meat","6149.98",""
"2010","1037","Fat of Pigs","","."
"2010","1039","Bacon and Ham","847.16",""
"2010","873","Meat Extracts","4.48",""
"2010","872","Meat of Beef,Drd, Sltd,Smkd","170.96",""
"2010","870","Meat-CattleBoneless(Beef&Veal)","7691.12",""
"2010","869","Fat of Cattle","1.2",""
"2010","878","Liver Prep.","11.09",""
"2010","877","Homogen.Meat Prp.","26.03",""
"2010","875","Preparations of Beef Meat","2531.98",""
"2010","874","Sausage Beef&Veal","1717.04",""
"2010","893","Butterm.,Curdl,Acid.Milk","7485.4",""
"2010","891","Yoghurt","258.19",""
"2010","888","Milk Skm of Cows","327.2",""
"2010","886","Butter Cow Milk","45.34",""
"2010","900","Whey Dry","4172.4",""
"2010","898","Milk Skimmed Dry","31544.34",""
"2010","897","Milk Whole Dried","5786.95",""
"2010","894","Milk Whole Evp","3910.5",""
"2011","181","Broad beans and horse beans, dry","1.16",""
"2011","187","Peas, dry","66.7",""
"2011","191","Chick peas","16.53",""
"2011","201","Lentils","60.04",""
"2011","167","Sugar, nes","682.19",""
"2011","168","Sugar Confectionery","15689.25",""
"2011","172","Glucose and Dextrose","1403.73",""
"2011","176","Beans, dry","2893.53",""
"2011","221","Almonds, with shell","5.27",""
"2011","222","Walnuts, with shell","",".."
"2011","223","Pistachios","5.4",""
"2011","225","Hazelnuts, with shell","0.35",""
"2011","211","Pulses, nes","0.38",""
"2011","212","Flour of Pulses","2.07",""
"2011","213","Bran of Pulses","",".."
"2011","220","Chestnuts","0.87",""
"2011","128","Cassava Dried","0.68",""
"2011","127","Tapioca of Cassava","213.61",""
"2011","150","Flour of Roots and Tubers","8.25",""
"2011","129","Cassava Starch","356.58",""
"2011","117","Potatoes Flour","9.31",""
"2011","116","Potatoes","685.55",""
"2011","122","Sweet potatoes","",".."
"2011","118","Frozen Potatoes","1588.25",""
"2011","164","Sugar Refined","185583.12",""
"2011","162","Sugar Raw Centrifugal","981.56",""
"2011","166","Other Fructose and Syrup","0.11",""
"2011","165","Molasses","211.09",""
"2011","156","Sugar cane","10.08",""
"2011","151","Roots and Tubers Dried","6.97",""
"2011","160","Maple Sugar and Syrups","39.86",""
"2011","157","Sugar beet","",".."
"2011","79","Millet","21.51",""
"2011","83","Sorghum","6.54",""
"2011","75","Oats","433.53",""
"2011","76","Oats Rolled","1537.53",""
"2011","71","Rye","",".."
"2011","72","Flour of Rye","0.49",""
"2011","59","Bran of Maize","",".."
"2011","60","Maize oil","43.47",""
"2011","113","Cereal Preparations, Nes","570.08",""
"2011","114","Mixes and Doughs","393.67",""
"2011","109","Infant Food","10742.38",""
"2011","111","Flour of Cereals","55.09",""
"2011","105","Bran of Mixed Grains","0.44",""
"2011","108","Cereals, nes","48.17",""
"2011","89","Buckwheat","",".."
"2011","101","Canary seed","0.08",""
"2011","44","Barley","1049.69",""
"2011","41","Breakfast Cereals","2514.95",""
"2011","38","Rice Flour","",".."
"2011","35","Bran of Rice","155.76",""
"2011","32","Rice Broken","207859.64",""
"2011","29","Milled/Husked Rice","182300.42",""
"2011","28","Rice Husked","9.65",""
"2011","27","Rice, paddy","46.25",""
"2011","58","Flour of Maize","231.06",""
"2011","57","Germ of Maize","0.11",""
"2011","56","Maize","4376.07",""
"2011","51","Beer of Barley","2436.85",""
"2011","50","Malt Extract","32666.89",""
"2011","49","Malt","13976.2",""
"2011","48","Barley Flour and Grits","7.77",""
"2011","46","Barley Pearled","",".."
"2006","223","Pistachios","1369.71",""
"2006","225","Hazelnuts, with shell","","."
"2006","231","Almonds Shelled","2757.53",""
"2006","232","Walnuts Shelled","490.34",""
"2006","233","Hazelnuts Shelled","562.64",""
"2006","234","Nuts, nes","8797.29",""
"2006","235","Prepared Nuts (Exc.Groundnuts)","13344.85",""
"2006","236","Soybeans","9156.95",""
"2006","237","Soybean oil","1831825.42",""
"2006","238","Cake of Soybeans","143506.83",""
"2006","239","Soya Sauce","145194.32",""
"2006","240","Soya Paste","87174.14",""
"2006","242","Groundnuts, with shell","1632.03",""
"2006","243","Groundnuts Shelled","5133.31",""
"2006","244","Groundnut oil","12381.26",""
"2006","245","Cake of Groundnuts","49066.08",""
"2006","251","Copra","8171.74",""
"2006","246","Prepared Groundnuts","14430.6",""
"2006","253","Cake of Copra","","."
"2006","252","Coconut (copra) oil","17679.87",""
"2006","257","Palm oil","18186104.51",""
"2006","256","Palm kernels","","."
"2006","261","Olive oil, virgin","704846.21",""
"2006","258","Palm kernel oil","324142.67",""
"2006","265","Castor oil seed","","."
"2006","262","Olives Preserved","91009.05",""
"2006","267","Sunflower seed","10775.45",""
"2006","266","Oil of Castor Beans","170388.35",""
"2006","269","Sunflower Cake","2308.7",""
"2006","268","Sunflower oil","259.24",""
"2006","274","Oil of Olive Residues","5131.33",""
"2006","271","Rapeseed oil","","."
"2006","280","Safflower seed","399.0",""
"2006","281","Safflower oil","525184.26",""
"2006","276","Oil of Tung Nuts","","."
"2006","278","Oil of Jojoba","","."
"2006","292","Mustard seed","","."
"2006","295","Flour of Mustard","22354.31",""
"2006","289","Sesame seed","1133.7",""
"2006","290","Sesame oil","5450.55",""
"2006","331","Cottonseed oil","41103.05",""
"2006","332","Cake of Cottonseed","10015.16",""
"2006","296","Poppy seed","1510.83",""
"2006","329","Cottonseed","868.04",""
"2006","335","Cake of Linseed","","."
"2006","339","Oilseeds, Nes","346650.86",""
"2006","333","Linseed","414.86",""
"2006","334","Linseed oil","5982.32",""
"2006","358","Cabbages and other brassicas","3116.24",""
"2006","343","Flour of Oilseeds","1116603.87",""
"2006","341","Cake of Oilseeds, Nes","37214.8",""
"2006","340","Oil of vegetable origin, nes","19474098.92",""
"2006","373","Spinach","534.83",""
"2006","372","Lettuce and chicory","1626.76",""
"2006","367","Asparagus","1049.28",""
"2006","366","Artichokes","738.42",""
"2006","392","Tomato Peeled","16105.95",""
"2006","391","Paste of Tomatoes","37501200.49",""
"2006","390","Juice of Tomatoes","11930.14",""
"2006","388","Tomatoes","877639.2",""
"2006","401","Chillies and peppers, green (Capsicum spp.)","215.54",""
"2006","399","Eggplants (aubergines)","","."
"2006","397","Cucumbers and gherkins","","."
"2006","393","Cauliflowers and broccoli","16695.47",""
"2006","29","Milled/Husked Rice","16194308.87",""
"2006","32","Rice Broken","102035299.26",""
"2006","35","Bran of Rice","102669.27",""
"2006","38","Rice Flour","18952.71",""
"2006","20","Bread","25510.81",""
"2006","22","Pastry","1309392.28",""
"2006","27","Rice, paddy","135390.09",""
"2006","28","Rice Husked","5421.06",""
"2006","49","Malt","10621550.66",""
"2006","50","Malt Extract","7753175.05",""
"2006","51","Beer of Barley","285548.31",""
"2006","56","Maize","1588481.88",""
"2006","41","Breakfast Cereals","857988.73",""
"2006","44","Barley","109216.65",""
"2006","46","Barley Pearled","","."
"2006","48","Barley Flour and Grits","7810.35",""
"2006","72","Flour of Rye","671.54",""
"2006","71","Rye","","."
"2006","76","Oats Rolled","747158.03",""
"2006","75","Oats","13095.46",""
"2006","58","Flour of Maize","29975.53",""
"2006","57","Germ of Maize","1183.04",""
"2006","60","Maize oil","58559.74",""
"2006","59","Bran of Maize","11080.86",""
"2006","108","Cereals, nes","19952.94",""
"2006","105","Bran of Mixed Grains","","."
"2006","111","Flour of Cereals","91480.31",""
"2006","109","Infant Food","2428890.19",""
"2006","83","Sorghum","","."
"2006","79","Millet","4042.24",""
"2006","101","Canary seed","","."
"2006","89","Buckwheat","3926.39",""
"2006","127","Tapioca of Cassava","1175.48",""
"2006","128","Cassava Dried","","."
"2006","118","Frozen Potatoes","395276.5",""
"2006","122","Sweet potatoes","5209.48",""
"2006","116","Potatoes","246343.08",""
"2006","117","Potatoes Flour","39476.59",""
"2006","113","Cereal Preparations, Nes","19043.29",""
"2006","114","Mixes and Doughs","56238.08",""
"2006","162","Sugar Raw Centrifugal","434645.01",""
"2006","164","Sugar Refined","79319659.71",""
"2006","157","Sugar beet","","."
"2006","160","Maple Sugar and Syrups","2392.78",""
"2006","151","Roots and Tubers Dried","3790.08",""
"2006","156","Sugar cane","1517.07",""
"2006","129","Cassava Starch","69394.85",""
"2006","150","Flour of Roots and Tubers","59444.53",""
"2006","187","Peas, dry","23518.67",""
"2006","181","Broad beans and horse beans, dry","153.61",""
"2006","176","Beans, dry","306169.61",""
"2006","172","Glucose and Dextrose","928754.96",""
"2006","168","Sugar Confectionery","8319204.81",""
"2006","167","Sugar, nes","270830.9",""
"2006","166","Other Fructose and Syrup","","."
"2006","165","Molasses","5876.74",""
"2006","222","Walnuts, with shell","","."
"2006","221","Almonds, with shell","1167.37",""
"2006","220","Chestnuts","2666.97",""
"2006","213","Bran of Pulses","","."
"2006","212","Flour of Pulses","2167.92",""
"2006","211","Pulses, nes","3208.44",""
"2006","201","Lentils","15892.63",""
"2006","191","Chick peas","1552.94",""
"2006","656","Coffee, green","54245.54",""
"2006","653","Food Wastes","468.63",""
"2006","659","Coffee Extracts","4048.32",""
"2006","657","Coffee Roasted","60544.02",""
"2006","662","Cocoa Paste","1742.84",""
"2006","661","Cocoa beans","","."
"2006","664","Cocoa Butter","58831.61",""
"2006","663","Cocoahusks","","."
"2006","626","Homogen. Cooked Fruit Prp","6319.15",""
"2006","625","Fruit,Nut,Peel, Sugar Prs","5260.07",""
"2006","633","Beverage Non-Alc","10866492.83",""
"2006","631","Waters,Ice Etc","1007760.21",""
"2006","635","Straw Husks","8591.75",""
"2006","634","Bever. Dist.Alc","1633380.99",""
"2006","652","Veg Prod for Feed","","."
"2006","651","forage Products","288.37",""
"2006","692","Vanilla","12867.76",""
"2006","693","Cinnamon (canella)","1057.5",""
"2006","698","Cloves","18560.15",""
"2006","702","Nutmeg, mace and cardamoms","188066.53",""
"2006","711","Anise, badian, fennel, coriander, cumin, caraway seeds and juniper berries","4349.29",""
"2006","720","Ginger","2106.88",""
"2006","723","Spices, nes","745527.33",""
"2006","754","Pyrethrum,Dried","84800.38",""
"2006","665","Cocoapowder&Cake","53401.39",""
"2006","666","Chocolate Prsnes","2443426.24",""
"2006","667","Tea","2457883.22",""
"2006","671","Maté","783.42",""
"2006","672","Extracts Tea, Mate, Prep","8657.68",""
"2006","677","Hops","355817.65",""
"2006","687","Pepper (Piper spp.)","115588.43",""
"2006","689","Chillies and peppers (Capsicum spp.) and allspice (Pimenta spp.)","1532.96",""
"2006","873","Meat Extracts","3703.5",""
"2006","872","Meat of Beef,Drd, Sltd,Smkd","555879.92",""
"2006","870","Meat-CattleBoneless(Beef&Veal)","4113553.82",""
"2006","869","Fat of Cattle","","."
"2006","878","Liver Prep.","","."
"2006","877","Homogen.Meat Prp.","5075.66",""
"2006","875","Preparations of Beef Meat","1372947.98",""
"2006","874","Sausage Beef&Veal","596560.86",""
"2006","831","Tobacco Products Nes","1465.18",""
"2006","829","Cigars Cheroots","","."
"2006","828","Cigarettes","293041.23",""
"2006","826","Tobacco leaves","940569.19",""
"2006","868","Offals of Cattle, Edible","1127770.88",""
"2006","867","Cattle meat","807764.18",""
"2006","862","Alfalfa Meal and Pellets","175.88",""
"2006","843","Pet Food","4108322.56",""
"2006","909","Prod.of Nat.Milk Constit","2719.27",""
"2006","910","Ice Cream and Edible Ice","238352.49",""
"2006","901","Cheese of Whole Cow Milk","811740.83",""
"2006","907","Processed Cheese","159833.73",""
"2006","978","Offals of Sheep,Edible","","."
"2006","994","Grease incl. Lanolin Wool","","."
"2006","947","Buffalo meat","","."
"2006","977","Sheep meat","3780617.82",""
"2006","891","Yoghurt","171215.44",""
"2006","893","Butterm.,Curdl,Acid.Milk","6456971.91",""
"2006","886","Butter Cow Milk","9776.45",""
"2006","888","Milk Skm of Cows","481712.04",""
"2006","898","Milk Skimmed Dry","22141658.46",""
"2006","900","Whey Dry","3355872.86",""
"2006","894","Milk Whole Evp","1406220.17",""
"2006","897","Milk Whole Dried","3172666.1",""
"2006","461","Carobs","","."
"2006","460","Veg.Prod.Fresh Or Dried","","."
"2006","466","Juice of Vegetables Nes","1831639.1",""
"2006","463","Vegetables fresh nes","32873.51",""
"2006","449","Mushrooms and truffles","8305.84",""
"2006","448","Sweet Corn Prep or Preserved","32459.41",""
"2006","451","Canned Mushrooms","53372.88",""
"2006","450","Dried Mushrooms","","."
"2006","420","Leguminous vegetables, nes","1038.75",""
"2006","417","Peas, green","2256.15",""
"2006","447","Sweet Corn Frozen","2845.22",""
"2006","426","Carrots and turnips","3674.98",""
"2006","406","Garlic","397735.98",""
"2006","402","Onions (incl. shallots), green","276045.38",""
"2006","414","Beans, green","5473.11",""
"2006","407","Leeks and other alliaceous vegetables","","."
"2006","507","Grapefruit (incl. pomelos)","4956.32",""
"2006","509","Juice of Grapefruit","","."
"2006","512","Citrus fruit, nes","816.22",""
"2006","514","Citrus juice, concentrated","","."
"2006","490","Oranges","11481.96",""
"2006","492","Oranjuice Concentrated","545214.66",""
"2006","495","Tangerines, mandarins and clementines","6367.7",""
"2006","497","Lemons and limes","","."
"2006","474","Veg.in Tem. Preservatives","52521.1",""
"2006","475","Veg.Prep. Or Pres.Frozen","11529.3",""
"2006","476","Homogen.Veget.Prep","4295.18",""
"2006","486","Bananas","149408.62",""
"2006","469","Vegetables Dehydrated","50515.12",""
"2006","471","Vegetables in Vinegar","5688.37",""
"2006","472","Vegetables Preserved Nes","902058.65",""
"2006","473","Vegetable Frozen","58969.14",""
"2006","562","Grape Juice","","."
"2006","561","Raisins","14709.09",""
"2006","560","Grapes","98582.98",""
"2006","558","Berries Nes","","."
"2006","549","Gooseberries","274.78",""
"2006","544","Strawberries","483.56",""
"2006","537","Plums Dried (Prunes)","1118.01",""
"2006","536","Plums and sloes","12570.39",""
"2006","534","Peaches and nectarines","4745.63",""
"2006","531","Cherries","1126.79",""
"2006","527","Dry Apricots","649.99",""
"2006","526","Apricots","2223.14",""
"2006","521","Pears","25119.1",""
"2006","518","Apple juice, single strength","","."
"2006","517","Cider Etc","419734.15",""
"2006","515","Apples","1519578.33",""
"2006","623","Fruit Prp Nes","316685.05",""
"2006","624","Flour of Fruits","111098.79",""
"2006","620","Fruit Dried Nes","25325.87",""
"2006","622","Fruit Juice Nes","1903395.63",""
"2006","604","Fruit Tropical Dried Nes","13497.12",""
"2006","619","Fruit Fresh Nes","6787.79",""
"2006","577","Dates","4101.52",""
"2006","580","Pineapple Juice Conc","","."
"2006","574","Pineapples","","."
"2006","575","Pineapples Cand","10119.35",""
"2006","569","Figs","","."
"2006","572","Avocados","","."
"2006","565","Vermouths&Similar","414154.5",""
"2006","567","Watermelons","116.19",""
"2006","563","Must of Grapes","31903.87",""
"2006","564","Wine","5791043.03",""
"2005","390","Juice of Tomatoes","6.61",""
"2005","388","Tomatoes","0.19",""
"2005","373","Spinach","1.47",""
"2005","372","Lettuce and chicory","0.47",""
"2005","397","Cucumbers and gherkins","1.29",""
"2005","393","Cauliflowers and broccoli","10.2",""
"2005","392","Tomato Peeled","51.14",""
"2005","391","Paste of Tomatoes","24189.03",""
"2005","406","Garlic","363.02",""
"2005","402","Onions (incl. shallots), green","63.77",""
"2005","401","Chillies and peppers, green (Capsicum spp.)","","."
"2005","399","Eggplants (aubergines)","1.28",""
"2005","420","Leguminous vegetables, nes","","."
"2005","417","Peas, green","5.38",""
"2005","414","Beans, green","6.27",""
"2005","407","Leeks and other alliaceous vegetables","9.82",""
"2005","296","Poppy seed","0.8",""
"2005","329","Cottonseed","","."
"2005","292","Mustard seed","","."
"2005","295","Flour of Mustard","30.58",""
"2005","333","Linseed","","."
"2005","334","Linseed oil","236.97",""
"2005","331","Cottonseed oil","67.12",""
"2005","332","Cake of Cottonseed","2.26",""
"2005","340","Oil of vegetable origin, nes","13597.65",""
"2005","341","Cake of Oilseeds, Nes","15.35",""
"2005","335","Cake of Linseed","","."
"2005","339","Oilseeds, Nes","0.54",""
"2005","366","Artichokes","0.27",""
"2005","367","Asparagus","1.95",""
"2005","343","Flour of Oilseeds","1982.35",""
"2005","358","Cabbages and other brassicas","4.17",""
"2005","486","Bananas","16.99",""
"2005","476","Homogen.Veget.Prep","1.85",""
"2005","492","Oranjuice Concentrated","401.54",""
"2005","490","Oranges","18.69",""
"2005","497","Lemons and limes","","."
"2005","495","Tangerines, mandarins and clementines","0.12",""
"2005","509","Juice of Grapefruit","","."
"2005","507","Grapefruit (incl. pomelos)","4.27",""
"2005","514","Citrus juice, concentrated","","."
"2005","512","Citrus fruit, nes","3.97",""
"2005","517","Cider Etc","253.13",""
"2005","515","Apples","1884.49",""
"2005","521","Pears","34.81",""
"2005","518","Apple juice, single strength","","."
"2005","527","Dry Apricots","0.91",""
"2005","526","Apricots","0.46",""
"2005","426","Carrots and turnips","1.34",""
"2005","447","Sweet Corn Frozen","3.88",""
"2005","448","Sweet Corn Prep or Preserved","18.21",""
"2005","449","Mushrooms and truffles","3.67",""
"2005","450","Dried Mushrooms","","."
"2005","451","Canned Mushrooms","60.89",""
"2005","460","Veg.Prod.Fresh Or Dried","0.2",""
"2005","461","Carobs","","."
"2005","463","Vegetables fresh nes","15.88",""
"2005","466","Juice of Vegetables Nes","1178.75",""
"2005","469","Vegetables Dehydrated","34.84",""
"2005","471","Vegetables in Vinegar","1.08",""
"2005","472","Vegetables Preserved Nes","847.15",""
"2005","473","Vegetable Frozen","53.7",""
"2005","474","Veg.in Tem. Preservatives","27.42",""
"2005","475","Veg.Prep. Or Pres.Frozen","19.13",""
"2005","220","Chestnuts","0.5",""
"2005","213","Bran of Pulses","2.86",""
"2005","212","Flour of Pulses","1.81",""
"2005","211","Pulses, nes","","."
"2005","201","Lentils","10.85",""
"2005","191","Chick peas","5.54",""
